"VMail Message","Day Mins","Eve Mins","Night Mins","Intl Mins","CustServ Calls","Day Calls","Day Charge","Eve Calls","Eve Charge","Night Calls","Night Charge","Intl Calls","Intl Charge","Area Code","Phone","Account Length","Churn","Int'l Plan","VMail Plan","State"
34,154.4,221.4,208.5,10.3,0,109,26.25,142,18.82,103,9.38,5,2.78,415,648,114,"0",0,1,40
0,150,285.9,190.6,9.4,0,69,25.5,73,24.3,121,8.58,15,2.54,415,649,144,"0",1,0,36
23,232.4,186,190.5,12.3,3,97,39.51,88,15.81,128,8.57,3,3.32,510,650,91,"0",0,1,44
0,165.4,115.7,193.8,12.8,2,100,28.12,87,9.83,118,8.72,5,3.46,408,651,58,"0",0,0,21
0,212.1,150.1,219.8,7.7,3,95,36.06,88,12.76,111,9.89,2,2.08,415,654,107,"0",0,0,2
30,154,165.8,270,10.8,1,75,26.18,97,14.09,83,12.15,5,2.92,415,655,142,"0",0,1,5
31,193.8,202.6,191.2,13.3,1,130,32.95,98,17.22,102,8.6,2,3.59,408,656,9,"0",0,1,10
22,152,258.8,263.2,15.7,2,63,25.84,131,22,109,11.84,5,4.24,510,657,48,"1",0,1,2
0,230.2,186.7,128.4,9.2,0,147,39.13,121,15.87,100,5.78,3,2.48,408,658,43,"0",0,0,7
0,190.2,262.2,130,8.8,0,68,32.33,64,22.29,92,5.85,4,2.38,415,659,93,"0",0,0,46
0,176.4,224.9,219.6,11.5,1,122,29.99,123,19.12,50,9.88,1,3.11,415,660,85,"0",0,0,12
0,144,181.6,128.1,12.3,0,90,24.48,100,15.44,93,5.76,2,3.32,408,661,137,"0",0,0,1
0,334.3,192.1,191,10.4,0,118,56.83,104,16.33,83,8.59,6,2.81,510,663,129,"1",0,0,26
21,134.2,162.5,186.6,11.8,4,105,22.81,128,13.81,90,8.4,2,3.19,408,665,93,"1",0,1,21
0,278,266.4,224.1,13.1,4,102,47.26,114,22.64,118,10.08,4,3.54,415,666,63,"1",0,0,12
0,105.4,214.8,223.6,7.8,0,70,17.92,122,18.26,126,10.06,5,2.11,415,667,161,"0",0,0,25
0,188.9,203.9,151.8,11.6,3,94,32.11,104,17.33,124,6.83,8,3.13,510,668,50,"0",0,0,14
33,159.1,149.8,213.4,13,1,106,27.05,101,12.73,108,9.6,18,3.51,415,669,84,"0",0,1,50
0,142.3,306.3,196.5,9.9,1,112,24.19,111,26.04,82,8.84,1,2.67,415,670,77,"0",0,0,36
15,113.9,145.3,195.2,11.8,1,102,19.36,146,12.35,137,8.78,9,3.19,415,671,159,"0",0,1,15
26,91.7,150.6,63.3,7.7,1,104,15.59,119,12.8,103,2.85,5,2.08,510,674,45,"0",0,1,41
0,126.3,141.6,255.9,9.6,0,99,21.47,106,12.04,96,11.52,2,2.59,510,675,70,"0",0,0,48
33,251.5,234.1,213.4,10.4,3,107,42.76,110,19.9,87,9.6,6,2.81,510,676,147,"0",0,1,10
0,190.6,152.3,144.7,7.5,1,108,32.4,95,12.95,97,6.51,5,2.03,510,677,94,"0",0,0,36
0,116.1,201.8,181.9,11.6,0,101,19.74,99,17.15,103,8.19,5,3.13,510,678,179,"0",0,0,19
0,217.3,216.1,148.1,11.3,2,91,36.94,95,18.37,76,6.66,3,3.05,415,679,116,"0",0,0,40
0,125.3,167.6,260.6,8.4,1,84,21.3,121,14.25,94,11.73,4,2.27,415,680,140,"0",0,0,48
27,201.3,143.8,150.2,12.3,1,101,34.22,89,12.22,127,6.76,3,3.32,415,682,64,"0",0,1,26
0,190.4,317.5,133.4,8.3,2,92,32.37,85,26.99,113,6,4,2.24,415,683,48,"0",0,0,25
0,143.3,195.5,223.3,6,1,91,24.36,58,16.62,95,10.05,7,1.62,408,684,181,"0",0,0,10
42,97.4,203.6,173.9,11.4,2,57,16.56,98,17.31,124,7.83,2,3.08,415,685,168,"0",0,1,5
0,181.4,167.7,168.5,11.3,3,111,30.84,92,14.25,122,7.58,3,3.05,415,686,155,"0",0,0,15
0,246.4,256.2,169,3.8,0,83,41.89,101,21.78,151,7.61,4,1.03,510,687,105,"0",0,0,50
0,143.4,289.4,194,9.7,2,130,24.38,50,24.6,100,8.73,6,2.62,415,688,11,"0",0,0,10
0,104.9,198.5,258.2,8,2,111,17.83,120,16.87,91,11.62,5,2.16,415,689,182,"0",0,0,50
0,156.2,193,222.7,13.1,1,93,26.55,54,16.41,94,10.02,5,3.54,415,690,104,"0",0,0,10
0,143.6,152.4,194.4,8.6,1,117,24.41,108,12.95,110,8.75,3,2.32,415,692,41,"0",0,0,46
33,145,194.5,242.3,14.2,2,72,24.65,157,16.53,138,10.9,3,3.83,415,694,115,"0",0,1,18
0,166.9,154.9,189.4,7.2,0,99,28.37,97,13.17,89,8.52,5,1.94,510,695,154,"0",0,0,6
0,133,262.8,214.3,11.2,1,65,22.61,93,22.34,128,9.64,3,3.02,510,696,146,"0",1,0,22
11,252.9,284.3,262.8,12.3,1,129,42.99,88,24.17,99,11.83,1,3.32,415,697,148,"0",0,1,37
0,201.8,231.5,226.1,16.5,0,82,34.31,95,19.68,130,10.17,5,4.46,510,701,116,"0",0,0,34
0,146.3,171.8,167.5,5.3,1,108,24.87,102,14.6,66,7.54,9,1.43,415,702,87,"0",0,0,28
0,234.8,140.9,204.3,9.5,1,85,39.92,91,11.98,93,9.19,5,2.57,510,703,87,"0",0,0,29
0,198.6,213.9,171.2,10.6,2,111,33.76,115,18.18,105,7.7,6,2.86,408,704,70,"0",0,0,49
32,142.6,208.2,171,12,3,77,24.24,126,17.7,102,7.69,2,3.24,408,707,119,"0",0,1,5
0,134.2,165,173.1,10.7,0,80,22.81,71,14.03,102,7.79,5,2.89,510,708,87,"0",1,0,8
0,111.9,114,146.8,14.1,5,92,19.02,143,9.69,79,6.61,3,3.81,415,709,112,"1",0,0,31
38,240.4,201.8,206.1,16.1,0,112,40.87,102,17.15,112,9.27,6,4.35,510,710,161,"0",0,1,29
0,158.6,211.2,179.3,10.2,3,104,26.96,77,17.95,104,8.07,8,2.75,415,712,124,"0",0,0,0
0,243.2,147,94.9,7.2,4,109,41.34,88,12.5,99,4.27,4,1.94,510,713,94,"0",1,0,10
0,176.4,158.8,306.6,9.3,4,115,29.99,128,13.5,107,13.8,3,2.51,408,714,217,"0",0,0,14
0,220.9,242.2,233.3,6.4,0,129,37.55,108,20.59,75,10.5,5,1.73,510,715,158,"0",0,0,8
0,144.4,266.5,217.6,7.1,0,87,24.55,128,22.65,59,9.79,7,1.92,415,716,102,"0",0,0,36
0,212.3,228.4,163.3,7.7,0,107,36.09,103,19.41,116,7.35,3,2.08,510,717,85,"0",0,0,28
25,96.2,178.9,182.1,12.9,2,112,16.35,70,15.21,84,8.19,10,3.48,510,719,139,"0",0,1,34
0,162.3,192.4,240.6,10.1,2,116,27.59,86,16.35,100,10.83,3,2.73,408,720,78,"0",0,0,20
0,201.4,97.6,202.5,7,0,101,34.24,122,8.3,119,9.11,3,1.89,408,723,67,"0",0,0,0
38,123,133.9,138.2,13.3,1,158,20.91,119,11.38,103,6.22,4,3.59,415,724,86,"0",0,1,7
0,208,198.9,76.4,8.6,0,125,35.36,76,16.91,97,3.44,6,2.32,510,725,92,"0",0,0,21
0,239.2,188.5,105.6,8.8,1,72,40.66,124,16.02,116,4.75,3,2.38,415,726,174,"0",0,0,35
0,193,89.8,172.8,15.3,1,97,32.81,99,7.63,104,7.78,3,4.13,510,727,124,"0",0,0,1
26,116.7,145.9,175.1,9.9,1,71,19.84,88,12.4,103,7.88,3,2.67,415,729,190,"0",0,1,8
29,239.5,203.8,167.8,9.9,0,82,40.72,105,17.32,70,7.55,6,2.67,415,730,68,"0",0,1,10
0,143.2,209.1,173,11.9,1,92,24.34,142,17.77,96,7.79,9,3.21,415,731,75,"0",0,0,34
0,205.3,240.5,179.1,5,1,122,34.9,155,20.44,107,8.06,9,1.35,408,732,134,"0",0,0,47
0,232.8,175.2,212.2,12.5,2,106,39.58,97,14.89,77,9.55,7,3.38,415,733,177,"0",0,0,42
0,154.2,112.3,246.4,15.4,4,123,26.21,86,9.55,75,11.09,4,4.16,415,734,108,"1",0,0,10
0,322.3,222,162.8,6.7,0,113,54.79,95,18.87,123,7.33,8,1.81,408,735,80,"1",0,0,42
0,209.9,221.3,210,8.2,1,112,35.68,82,18.81,93,9.45,3,2.21,408,736,158,"0",0,0,34
0,191.5,175.2,220.3,0,0,88,32.56,78,14.89,118,9.91,0,0,415,737,114,"0",0,0,1
0,215.6,216.2,171.3,11.8,3,115,36.65,85,18.38,65,7.71,1,3.19,415,739,88,"0",0,0,32
0,255.9,204.1,171.3,12.3,3,97,43.5,129,17.35,84,7.71,5,3.32,415,740,111,"0",0,0,38
0,252.7,221.1,109.9,12.4,2,97,42.96,121,18.79,100,4.95,4,3.35,408,741,60,"0",0,0,17
0,217,207,268,8.2,1,115,36.89,142,17.6,106,12.06,4,2.21,408,742,109,"0",0,0,15
0,153.4,198.5,164.4,10.4,0,86,26.08,81,16.87,83,7.4,3,2.81,510,744,131,"0",0,0,44
0,166.3,239.3,123.2,10,2,95,28.27,87,20.34,108,5.54,3,2.7,510,745,59,"0",0,0,42
0,185.2,170.4,165.1,9.5,1,87,31.48,96,14.48,104,7.43,13,2.57,408,746,148,"0",0,0,32
0,274.4,198.6,160.8,6,1,120,46.65,82,16.88,62,7.24,3,1.62,510,748,106,"0",0,0,11
0,98.4,249.6,248.2,14.2,1,78,16.73,129,21.22,114,11.17,4,3.83,415,749,93,"0",0,0,8
29,279.9,223.1,251.7,13,1,121,47.58,109,18.96,94,11.33,2,3.51,415,750,57,"0",0,1,38
0,187.2,195.6,181.8,5.1,1,127,31.82,88,16.63,129,8.18,4,1.38,510,751,98,"0",0,0,50
35,200.4,272.8,214.5,8.3,1,104,34.07,89,23.19,100,9.65,4,2.24,415,753,116,"0",0,1,24
0,165.5,205.5,213.6,12.2,0,78,28.14,89,17.47,124,9.61,6,3.29,415,755,52,"0",0,0,0
28,201.4,246.5,154.8,12.9,2,100,34.24,117,20.95,131,6.97,4,3.48,510,757,135,"1",0,1,2
29,179.9,189.2,164.3,12.8,3,97,30.58,89,16.08,76,7.39,7,3.46,415,759,98,"0",0,1,26
0,140.4,187.1,207.9,7.9,0,112,23.87,60,15.9,155,9.36,1,2.13,415,760,118,"0",0,0,11
0,144.6,258.8,253.2,7.4,2,115,24.58,66,22,113,11.39,9,2,415,761,117,"0",0,0,10
0,189,118.5,248.1,17.1,0,100,32.13,99,10.07,87,11.16,6,4.62,510,762,55,"0",0,0,5
0,206.3,292.8,43.7,10.6,1,98,35.07,82,24.89,121,1.97,4,2.86,415,764,152,"0",0,0,9
0,165,202.6,172.3,12.5,1,129,28.05,113,17.22,94,7.75,7,3.38,408,765,98,"1",0,0,1
0,199.2,214.7,150.9,11.8,1,122,33.86,114,18.25,105,6.79,7,3.19,408,766,136,"0",1,0,15
0,157.1,162.6,150,12.1,1,79,26.71,124,13.82,138,6.75,6,3.27,415,767,107,"0",0,0,38
0,154.4,168.3,239.9,11.7,5,165,26.25,121,14.31,81,10.8,4,3.16,415,768,91,"1",0,0,41
24,131.5,230.2,283.7,10,2,98,22.36,111,19.57,87,12.77,3,2.7,408,769,11,"0",0,1,13
0,166.4,243.2,229.2,9.9,1,85,28.29,135,20.67,95,10.31,5,2.67,415,770,167,"0",0,0,10
19,184.1,194.5,225.6,16.9,0,78,31.3,71,16.53,101,10.15,3,4.56,415,772,159,"0",0,1,0
31,174.5,224.2,116.3,12.3,2,104,29.67,92,19.06,91,5.23,10,3.32,415,773,114,"0",1,1,13
0,103.3,138.5,164.8,9,2,103,17.56,79,11.77,98,7.42,2,2.43,415,774,71,"0",0,0,44
0,35.1,180.8,251.6,12.7,1,62,5.97,89,15.37,58,11.32,2,3.43,415,775,122,"0",0,0,47
37,78.5,210.5,179.7,11.8,1,109,13.35,101,17.89,102,8.09,4,3.19,415,776,83,"0",0,1,7
0,148.1,164.9,216,12.3,5,73,25.18,101,14.02,125,9.72,2,3.32,408,777,64,"1",0,0,36
26,270.3,215.2,254,14.4,1,111,45.95,90,18.29,133,11.43,7,3.89,415,778,106,"1",1,1,27
34,156.6,224.2,260.9,11.3,1,97,26.62,97,19.06,135,11.74,1,3.05,510,779,19,"0",0,1,14
29,179.4,275.4,246.1,10,0,113,30.5,100,23.41,105,11.07,5,2.7,415,782,105,"0",0,1,41
0,151.6,219.4,224.7,4,1,117,25.77,87,18.65,68,10.11,5,1.08,415,784,161,"0",0,0,45
32,262.2,165.2,194.3,10.6,0,123,44.57,82,14.04,57,8.74,5,2.86,408,785,95,"0",0,1,34
0,173.6,91.7,211.7,9.7,3,110,29.51,84,7.79,103,9.53,7,2.62,415,786,122,"0",0,0,10
0,193.3,128.3,162.1,11.6,5,106,32.86,94,10.91,119,7.29,4,3.13,415,788,132,"1",0,0,21
24,217.2,138.7,139.3,11.3,0,94,36.92,52,11.79,85,6.27,4,3.05,408,789,119,"0",0,1,18
26,214.6,205.2,134.6,8.1,1,110,36.48,87,17.44,140,6.06,2,2.19,408,790,76,"0",0,1,30
0,131.6,211.3,168.3,11.1,4,120,22.37,96,17.96,97,7.57,4,3,415,791,167,"1",0,0,0
0,103.3,245.9,161.1,6.4,0,122,17.56,123,20.9,95,7.25,7,1.73,415,793,128,"0",0,0,0
0,155.5,213.4,237.9,7.6,1,101,26.44,89,18.14,61,10.71,11,2.05,408,798,143,"0",0,0,36
39,92.8,271.2,167.1,5.8,1,98,15.78,115,23.05,83,7.52,7,1.57,408,800,72,"0",0,1,31
32,216.8,102.2,174,8.6,0,78,36.86,111,8.69,83,7.83,2,2.32,415,801,134,"0",0,1,9
0,193.2,194.4,186.5,9.7,4,89,32.84,90,16.52,104,8.39,2,2.62,415,802,13,"0",0,0,20
0,113.2,189.3,271.8,14.1,3,108,19.24,63,16.09,124,12.23,4,3.81,415,803,90,"0",0,0,21
0,207.8,195.7,184.8,13.1,0,92,35.33,110,16.63,124,8.32,4,3.54,415,804,72,"0",0,0,46
35,245.4,148.2,274,7.5,1,89,41.72,102,12.6,136,12.33,6,2.03,510,805,67,"0",0,1,41
0,287.1,178.4,153.2,14.4,3,108,48.81,125,15.16,98,6.89,2,3.89,408,806,172,"1",0,0,23
32,192.3,165.3,205,9,2,82,32.69,134,14.05,74,9.23,1,2.43,510,807,154,"0",0,1,29
0,211,217,214.8,9.8,3,92,35.87,102,18.45,104,9.67,7,2.65,415,808,123,"0",0,0,37
0,160.1,208.4,177.6,9.2,2,63,27.22,112,17.71,98,7.99,3,2.48,408,810,146,"0",1,0,48
15,160,209.5,82.3,8.7,5,95,27.2,110,17.81,107,3.7,5,2.35,415,811,119,"1",1,1,35
0,188.4,165.9,205.7,13.2,1,63,32.03,89,14.1,71,9.26,2,3.56,510,812,48,"0",0,0,12
0,194.8,235.3,174.4,11,1,97,33.12,118,20,126,7.85,3,2.97,415,813,135,"0",0,0,25
0,247.8,130,134.3,6.9,1,117,42.13,95,11.05,125,6.04,2,1.86,510,814,100,"0",0,0,29
0,221.2,213.6,291.8,11.9,4,80,37.6,104,18.16,89,13.13,3,3.21,415,815,98,"0",0,0,5
26,118.5,213.9,132.6,13.4,2,86,20.15,118,18.18,99,5.97,3,3.62,510,816,75,"0",0,1,15
33,231.8,232.9,206.9,7.6,1,78,39.41,79,19.8,121,9.31,4,2.05,415,817,180,"0",0,1,37
35,217.1,220.8,249.5,8,2,92,36.91,134,18.77,93,11.23,5,2.16,415,818,119,"0",0,1,1
0,83.5,221.1,349.7,12.6,0,96,14.2,63,18.79,75,15.74,3,3.4,415,819,86,"0",0,0,5
39,183.3,205.1,263.7,5.1,1,106,31.16,101,17.43,90,11.87,7,1.38,408,820,155,"0",0,1,6
0,193.8,195.3,182.7,8.5,1,90,32.95,121,16.6,108,8.22,3,2.3,415,822,153,"0",0,0,2
25,134,206,180.6,9.7,0,112,22.78,111,17.51,118,8.13,4,2.62,510,823,92,"0",0,1,9
0,275.2,180.2,159,7.9,1,67,46.78,108,15.32,110,7.15,2,2.13,408,826,48,"0",0,0,7
0,174,241.1,207.8,7.9,1,85,29.58,114,20.49,94,9.35,1,2.13,408,827,94,"0",0,0,50
0,165,249.7,170.3,12.6,1,132,28.05,86,21.22,128,7.66,8,3.4,415,828,139,"0",0,0,28
0,107.9,235.8,228.6,9.5,2,88,18.34,109,20.04,119,10.29,3,2.57,415,829,122,"0",0,0,34
0,221.3,157.8,192.5,11.3,1,140,37.62,89,13.41,89,8.66,6,3.05,510,830,139,"0",0,0,20
28,249.6,227.2,239.9,7.6,3,87,42.43,138,19.31,92,10.8,3,2.05,415,833,131,"0",0,1,0
0,178.6,213.1,198,10.9,1,83,30.36,103,18.11,119,8.91,5,2.94,510,834,36,"0",0,0,0
0,139,224.9,170.8,15.7,2,96,23.63,64,19.12,118,7.69,5,4.24,510,835,180,"0",0,0,36
0,215.9,240.1,156.7,4.9,3,93,36.7,85,20.41,123,7.05,5,1.32,415,836,113,"0",0,0,17
0,178.4,168.3,120.5,9.3,1,97,30.33,113,14.31,93,5.42,9,2.51,415,838,120,"0",0,0,22
0,106.4,140.2,90.9,11.4,1,84,18.09,104,11.92,81,4.09,3,3.08,415,839,74,"0",0,0,28
37,161.2,204.2,231.5,8.9,1,109,27.4,79,17.36,87,10.42,4,2.4,510,840,124,"0",0,1,0
0,84.9,257.5,210.5,7.5,2,77,14.43,109,21.89,66,9.47,5,2.03,408,841,177,"0",0,0,25
0,217.9,230.1,232.1,10.6,1,71,37.04,116,19.56,110,10.44,2,2.86,510,842,91,"0",0,0,24
0,243,183.9,184.3,15.3,0,91,41.31,77,15.63,109,8.29,6,4.13,510,843,24,"1",0,0,0
0,178.7,215.7,152.7,10.6,4,56,30.38,79,18.33,84,6.87,2,2.86,510,846,163,"0",0,0,16
0,159,255.1,82.4,10.1,0,109,27.03,142,21.68,73,3.71,4,2.73,510,847,91,"0",0,0,43
24,219.9,208.5,352.5,8.1,3,118,37.38,116,17.72,111,15.86,4,2.19,415,849,147,"0",1,1,1
34,162.1,171.8,259.8,9.6,4,83,27.56,117,14.6,76,11.69,3,2.59,510,850,108,"1",0,1,48
0,198.8,195.5,213.3,16.5,5,107,33.8,91,16.62,120,9.6,7,4.46,510,851,159,"0",0,0,3
35,182.8,212.7,193.8,11,1,122,31.08,119,18.08,103,8.72,2,2.97,415,852,116,"0",0,1,17
0,194.3,189.9,232.2,9,5,83,33.03,97,16.14,102,10.45,3,2.43,415,853,138,"0",0,0,34
0,193.7,186.6,223,11.6,0,108,32.93,98,15.86,100,10.04,8,3.13,415,855,101,"0",1,0,47
0,145.4,129.3,186.4,5.2,1,132,24.72,91,10.99,109,8.39,4,1.4,415,856,81,"0",0,0,36
0,229.3,184.5,168.2,8.8,2,93,38.98,111,15.68,91,7.57,3,2.38,510,857,116,"0",0,0,42
0,76.1,290.3,236.9,10.8,0,121,12.94,73,24.68,89,10.66,3,2.92,415,859,90,"0",0,0,20
0,162.8,185,219.5,6,2,65,27.68,109,15.73,104,9.88,3,1.62,415,860,98,"0",0,0,48
0,182.3,199.2,120.2,18,1,115,30.99,97,16.93,113,5.41,5,4.86,415,861,73,"0",0,0,28
0,220.7,119.3,165.1,11.5,4,105,37.52,127,10.14,113,7.43,7,3.11,415,864,157,"0",0,0,16
39,260.8,213.4,195.6,10.1,1,130,44.34,111,18.14,97,8.8,5,2.73,415,865,95,"0",0,1,27
0,211.8,260.5,144.2,10.8,0,115,36.01,102,22.14,96,6.49,7,2.92,415,867,131,"0",0,0,2
45,130.5,208.4,141.6,11,4,114,22.19,94,17.71,114,6.37,5,2.97,510,868,55,"1",0,1,15
27,67.4,244,281.1,11.4,2,116,11.46,78,20.74,93,12.65,2,3.08,510,871,3,"0",0,1,36
0,229.7,336,192.8,9.6,1,129,39.05,104,28.56,128,8.68,1,2.59,415,872,51,"1",0,0,41
24,176,277.9,174.7,14.7,1,118,29.92,116,23.62,71,7.86,7,3.97,415,873,68,"0",0,1,15
0,115.4,262.6,245.7,13.1,2,90,19.62,68,22.32,69,11.06,5,3.54,510,874,87,"0",0,0,0
0,112.2,209.6,260.9,13.9,0,95,19.07,108,17.82,78,11.74,1,3.75,510,875,58,"1",0,0,33
0,162.6,154,209.7,11.5,0,138,27.64,109,13.09,118,9.44,4,3.11,408,876,109,"0",0,0,34
0,229.4,214.1,289.6,10.4,4,107,39,99,18.2,95,13.03,6,2.81,415,877,111,"0",0,0,8
46,217.5,233.7,163.9,9,4,123,36.98,84,19.86,99,7.38,3,2.43,415,878,109,"0",0,1,46
0,196.3,136.8,154.7,7.7,2,108,33.37,96,11.63,87,6.96,3,2.08,408,879,149,"0",0,0,1
0,253.2,188,142,4.4,1,95,43.04,116,15.98,133,6.39,4,1.19,510,880,56,"0",0,0,4
0,98,240.7,254.8,10.5,0,99,16.66,62,20.46,123,11.47,4,2.84,408,881,129,"0",0,0,25
0,249.4,211.5,169,9.1,0,118,42.4,95,17.98,116,7.61,3,2.46,408,882,92,"0",0,0,31
30,129.6,233,297,14.5,1,107,22.03,104,19.81,93,13.37,5,3.92,415,883,67,"0",0,1,7
0,221.3,267.6,111.5,9.3,0,106,37.62,98,22.75,80,5.02,7,2.51,415,884,120,"0",0,0,12
0,220.7,177.8,206.1,12.4,1,106,37.52,118,15.11,102,9.27,9,3.35,415,885,166,"0",0,0,11
0,203.6,161.7,175.9,8.4,0,61,34.61,127,13.74,97,7.92,3,2.27,408,886,76,"0",0,0,21
22,215.4,328.7,160.5,7.8,1,123,36.62,98,27.94,89,7.22,6,2.11,510,888,141,"0",0,1,16
0,270.5,230,136,9.6,1,69,45.99,112,19.55,111,6.12,5,2.59,408,890,171,"1",0,0,45
0,222.2,153.1,227.4,12.9,1,127,37.77,125,13.01,80,10.23,4,3.48,415,891,10,"0",0,0,13
0,61.9,262.6,212.5,8.8,3,78,10.52,114,22.32,110,9.56,2,2.38,510,892,88,"0",0,0,30
0,189.2,184.4,255.8,10.6,3,81,32.16,117,15.67,83,11.51,5,2.86,415,893,82,"1",0,0,14
0,196,186,153,9.8,3,135,33.32,146,15.81,92,6.89,1,2.65,510,894,139,"0",0,0,32
0,200.9,164.3,249,8.9,1,92,34.15,91,13.97,98,11.21,7,2.4,415,895,90,"0",0,0,24
0,141.3,253.6,215.8,6.4,1,123,24.02,87,21.56,96,9.71,2,1.73,415,896,103,"0",0,0,48
0,185.1,165.1,111.6,6.3,3,100,31.47,88,14.03,104,5.02,4,1.7,510,897,110,"0",0,0,45
29,163.5,274.8,381.9,7.5,2,80,27.8,136,23.36,147,17.19,5,2.03,415,899,89,"0",0,1,43
0,248.6,174.9,207.2,6.1,3,102,42.26,93,14.87,86,9.32,3,1.65,415,900,101,"0",0,0,24
0,197.1,227.8,214,9.3,0,117,33.51,128,19.36,101,9.63,11,2.51,510,902,111,"0",0,0,20
0,154.6,184.2,217.4,12.6,2,112,26.28,105,15.66,102,9.78,5,3.4,415,903,118,"0",0,0,13
31,153.1,185.9,224.3,10,6,115,26.03,59,15.8,102,10.09,1,2.7,510,904,17,"1",0,1,48
0,211.2,231.1,220.9,6.3,2,119,35.9,120,19.64,80,9.94,9,1.7,408,905,130,"0",0,0,13
30,221.4,165.8,247,10.8,1,114,37.64,116,14.09,105,11.12,12,2.92,408,910,7,"0",0,1,36
0,321.3,167.9,193.6,8,1,99,54.62,93,14.27,106,8.71,4,2.16,408,911,126,"1",0,0,0
0,251.5,214.2,186.1,11.1,3,85,42.76,98,18.21,71,8.37,6,3,415,913,124,"0",0,0,40
0,236.9,157.6,241,7.3,0,107,40.27,105,13.4,120,10.85,2,1.97,510,914,97,"1",1,0,27
28,210.5,250.5,241.6,11.5,1,101,35.79,86,21.29,125,10.87,2,3.11,415,917,31,"0",0,1,19
24,170.9,201.4,159,4.1,2,71,29.05,80,17.12,124,7.15,5,1.11,415,918,52,"0",0,1,22
0,284.4,157,242.8,8.4,0,89,48.35,113,13.35,91,10.93,8,2.27,415,920,111,"1",0,0,4
0,0,159.6,167.1,6.8,4,0,0,130,13.57,88,7.52,1,1.84,415,921,98,"1",0,0,32
0,133.7,187.8,181.9,10.7,1,45,22.73,107,15.96,89,8.19,2,2.89,408,922,106,"1",1,0,47
22,141.4,163,220,5.6,2,107,24.04,105,13.86,99,9.9,3,1.51,510,924,71,"0",0,1,38
0,285.7,230.9,230.7,14.8,0,124,48.57,106,19.63,140,10.38,7,4,408,925,55,"1",0,0,45
0,58.4,262.2,159,11.9,1,121,9.93,64,22.29,115,7.15,5,3.21,415,926,13,"0",0,0,6
16,90.4,201.3,227.1,13.1,0,105,15.37,109,17.11,115,10.22,4,3.54,415,927,136,"0",0,1,45
0,114.4,216.6,250.6,11,0,91,19.45,123,18.41,102,11.28,3,2.97,408,928,123,"0",0,0,42
0,147.7,222.7,163.5,12.8,2,103,25.11,78,18.93,102,7.36,3,3.46,408,929,105,"0",0,0,24
31,302.7,240.5,193.9,13.6,3,93,51.46,119,20.44,103,8.73,14,3.67,408,930,50,"0",0,1,14
0,136.1,204.2,228.2,11.3,1,120,23.14,103,17.36,90,10.27,4,3.05,415,931,118,"0",0,0,9
0,227.2,194.4,243.4,14.9,0,89,38.62,106,16.52,126,10.95,2,4.02,510,933,51,"0",0,0,50
0,217.8,220.6,277.3,10.3,1,91,37.03,97,18.75,89,12.48,6,2.78,415,934,73,"1",0,0,12
0,124.2,123.9,135.7,13.1,2,102,21.11,115,10.53,100,6.11,8,3.54,415,935,35,"0",0,0,18
0,132.9,67,160.4,9.9,3,122,22.59,62,5.7,121,7.22,2,2.67,510,936,63,"0",0,0,7
0,245,250.7,270.2,13.7,1,97,41.65,75,21.31,124,12.16,8,3.7,415,937,115,"1",0,0,49
0,184.5,224,180.5,11.6,1,118,31.37,95,19.04,82,8.12,3,3.13,408,938,162,"0",0,0,28
0,89.5,179.3,225.1,12.3,3,66,15.22,104,15.24,116,10.13,1,3.32,415,939,89,"0",0,0,10
0,223.9,155.7,150.2,7.3,1,75,38.06,109,13.23,143,6.76,9,1.97,415,940,86,"0",0,0,32
0,169.4,253.5,197.1,8.9,1,102,28.8,113,21.55,93,8.87,5,2.4,415,941,190,"0",0,0,50
0,112,193.7,208.9,4.1,4,105,19.04,110,16.46,93,9.4,4,1.11,415,942,108,"1",0,0,46
32,168.4,225.9,191.8,8.5,0,129,28.63,97,19.2,95,8.63,7,2.3,408,943,97,"0",0,1,41
42,214.3,188.2,333.5,11.3,0,112,36.43,107,16,117,15.01,10,3.05,415,944,84,"0",0,1,12
0,245.7,241.9,285.3,4.2,4,139,41.77,113,20.56,117,12.84,5,1.13,415,945,65,"1",0,0,1
34,156.6,71,261.7,13.4,1,134,26.62,95,6.04,120,11.78,10,3.62,415,946,131,"0",0,1,12
43,142.8,272.3,193.4,8.9,1,96,24.28,100,23.15,105,8.7,4,2.4,415,947,58,"0",1,1,19
0,202.4,230.7,202,10.2,3,115,34.41,115,19.61,127,9.09,2,2.75,415,948,36,"0",0,0,5
39,236.1,289.2,175.4,9.1,2,107,40.14,110,24.58,107,7.89,4,2.46,415,949,125,"0",0,1,21
0,51.9,162,223.5,10.1,3,108,8.82,83,13.77,115,10.06,3,2.73,408,950,141,"0",0,0,49
0,81.3,220.6,235.7,8.9,0,116,13.82,124,18.75,113,10.61,3,2.4,510,951,113,"0",0,0,16
35,171.5,153.1,165.6,7.1,0,98,29.16,127,13.01,125,7.45,3,1.92,415,952,20,"0",0,1,32
0,197.2,156,204.1,9.9,4,127,33.52,92,13.26,99,9.18,6,2.67,415,953,99,"0",1,0,29
0,194.1,227.2,190.4,15.3,1,62,33,54,19.31,115,8.57,4,4.13,510,954,94,"0",0,0,1
0,227.4,268.5,143.3,13,1,121,38.66,89,22.82,82,6.45,4,3.51,510,958,105,"0",0,0,18
